"baker_name","series","episode","result","technical","signature_bake","show_stopper","baker_age","baker_occupation","hometown"
"Peter Abatan",8,1,"OUT",10,"Coconut Cake","'Bread on a Breadboard' Cake",52,"IT programme manager","Southend, Essex"
"Sophie Faldo",8,1,"IN",5,"Pineapple and Coconut Sandwich Cake","'Champagne Bottle and Bucket' Cake",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"Sophie Faldo",8,2,"IN",2,"Lemon Limoncino Sandwich Biscuits","'Snakes and Ladders' Game",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"Sophie Faldo",8,3,"IN",6,"Tagine Teacakes","'Picnic Basket' Bread Sculpture",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"Sophie Faldo",8,4,"IN",4,"Jaffa Millionaire Shortbreads","Bird's Nest Caramel Cake",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"Sophie Faldo",8,5,"STAR BAKER",1,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"Sophie Faldo",8,6,"IN",2,"'The Four Seasons' Decorative Pies","Game Pie with Glazed Forest Fruits",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"Sophie Faldo",8,7,"IN",3,"'Classics with a Twist' Cannoli","'Classics' Sfogliatelle",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"Sophie Faldo",8,8,"IN",4,"Char Siu & Banana Praline Bedfordshire Clangers","Citrus with Green Apple Croquembouche Savoy Cake",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"Sophie Faldo",8,9,"STAR BAKER",1,"Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns","'Tutu with Opera Filling' Meringue Centrepiece",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"Sophie Faldo",8,10,"WINNER",2,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche","'Ode to the Honey Bee' Entremet",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"Stacey Hart",8,1,"IN",11,"Granny Smith Apple and Walnut Cake","'Black Evening Clutch Bag' Cake",42,"Former school teacher","Radlett, Hertfordshire"
"Stacey Hart",8,2,"IN",9,"Sparkly Chocolate and Marshmallow Fluff Cookies","'Get to School' Game",42,"Former school teacher","Radlett, Hertfordshire"
"Stacey Hart",8,3,"IN",1,"Cranberry and Cinnamon Teacakes","'Ascot Hat' Bread Sculpture",42,"Former school teacher","Radlett, Hertfordshire"
"Stacey Hart",8,4,"IN",1,"Rum Salted Caramel Millionaire Shortbreads","Chocolate and Coffee Caramel Cake",42,"Former school teacher","Radlett, Hertfordshire"
"Stacey Hart",8,5,"IN",4,"Bakewell Tart Steamed School Pudding","Tropical Trifle Terrine",42,"Former school teacher","Radlett, Hertfordshire"
"Stacey Hart",8,6,"IN",6,"'Love Theme' Decorative Pies","Indian Hand Raised Pie with Mango",42,"Former school teacher","Radlett, Hertfordshire"
"Stacey Hart",8,7,"IN",4,"My All Time Favourite Desserts","Pastry Surprise",42,"Former school teacher","Radlett, Hertfordshire"
"Stacey Hart",8,8,"STAR BAKER",3,"Camembert & Onion and Apple & Blueberry Bedfordshire Clangers","'Bright' Lemon & Orange Savoy Cake",42,"Former school teacher","Radlett, Hertfordshire"
"Stacey Hart",8,9,"OUT",2,"'Choux-nicorn and Choux-moji' Choux Buns","'Flamingos in Love' Meringue Centrepiece",42,"Former school teacher","Radlett, Hertfordshire"
"Steven Carter-Bailey",8,1,"STAR BAKER",6,"Bonfire Night Cake","'A Baker's Lunch' Cake",34,"Marketer","Watford, Hertfordshire"
"Steven Carter-Bailey",8,2,"STAR BAKER",6,"Amarpressi Biscuits","'Check Bake' Game",34,"Marketer","Watford, Hertfordshire"
"Steven Carter-Bailey",8,3,"IN",3,"Madras Cocktail Teacakes","'The Bag I Knead' Bread Sculpture",34,"Marketer","Watford, Hertfordshire"
"Steven Carter-Bailey",8,4,"IN",7,"Orange Macadamia Nut Millionaire Shortbreads","Caramel Crown Cake",34,"Marketer","Watford, Hertfordshire"
"Steven Carter-Bailey",8,5,"IN",5,"Lemon & Blackcurrant Drizzle Steamed School Pudding","'From Across the Jelly Pond' Trifle Terrine",34,"Marketer","Watford, Hertfordshire"
"Steven Carter-Bailey",8,6,"IN",3,"'Fleetwood Mac' Decorative Pies","Christmas Pie",34,"Marketer","Watford, Hertfordshire"
"Steven Carter-Bailey",8,7,"STAR BAKER",1,"Italian Style Cannoli","'Sicilian-style' Sfogliatelle",34,"Marketer","Watford, Hertfordshire"
"Steven Carter-Bailey",8,8,"IN",1,"'Mediterranean Medley' Bedfordshire Clangers","Chestnut Rum Savoy Cake",34,"Marketer","Watford, Hertfordshire"
"Steven Carter-Bailey",8,9,"IN",3,"Key Lime Cheesecake and Bakewell Tart Choux Buns","'Some Air Over the Rainbow' Meringue Centrepiece",34,"Marketer","Watford, Hertfordshire"
"Steven Carter-Bailey",8,10,"Runner-up",1,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads","'Yin Yang' Entremet",34,"Marketer","Watford, Hertfordshire"
"Tom Hetherington",8,1,"IN",7,"Gilded Pear and Cardamom Cake","'Stack of Books' Cake",29,"Architect","Edinburgh"
"Tom Hetherington",8,2,"IN",5,"Coffee and Amaretto Kisses","'Drain Pipes and Ladders' Game",29,"Architect","Edinburgh"
"Tom Hetherington",8,3,"IN",4,"Orange and Cranberry Teacakes","'Pink & Yellow Rose Centrepiece' Bread Sculpture",29,"Architect","Edinburgh"
"Tom Hetherington",8,4,"OUT",5,"Stem Ginger Caramel Shortbreads","Hummingbird Cake",29,"Architect","Edinburgh"
"Yan Tsou",8,1,"IN",4,"Windfall Apple Crumble Cake","'Banana-ramen' Cake",46,"Laboratory research scientist","North London"
"Yan Tsou",8,2,"IN",1,"'Mrs. Marian's PB 'n' B' Biscuits","'Adventures in Bakeland' Game",46,"Laboratory research scientist","North London"
"Yan Tsou",8,3,"IN",8,"'Mrs P's' Masala Chai Spiced Teacakes","'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture",46,"Laboratory research scientist","North London"
"Yan Tsou",8,4,"IN",8,"'Lil' Red's Ginger and Nuts' Millionaire Shortbreads","Animals of the Rainforest Caramel Cake",46,"Laboratory research scientist","North London"
"Yan Tsou",8,5,"IN",6,"Mango Fruit Hat Steamed School Pudding","'Heart of a Hero' Trifle Terrine",46,"Laboratory research scientist","North London"
"Yan Tsou",8,6,"IN",1,"'πr2' Decorative Pies","Chequerboard Pie",46,"Laboratory research scientist","North London"
"Yan Tsou",8,7,"OUT",5,"Cannoli Cocktails","Canadian-Style Sfogliatelle",46,"Laboratory research scientist","North London"
"Antony Amourdoux",9,1,"IN",12,NA,NA,30,"Banker","London"
"Antony Amourdoux",9,2,"IN",9,NA,NA,30,"Banker","London"
"Antony Amourdoux",9,3,"OUT",8,NA,NA,30,"Banker","London"
"Briony Williams",9,1,"IN",2,NA,NA,33,"Full-time parent","Bristol"
"Briony Williams",9,2,"IN",5,NA,NA,33,"Full-time parent","Bristol"
"Briony Williams",9,3,"IN",9,NA,NA,33,"Full-time parent","Bristol"
"Briony Williams",9,4,"IN",5,NA,NA,33,"Full-time parent","Bristol"
"Briony Williams",9,5,"IN",6,NA,NA,33,"Full-time parent","Bristol"
"Briony Williams",9,6,"STAR BAKER",1,NA,NA,33,"Full-time parent","Bristol"
"Briony Williams",9,7,"IN",5,NA,NA,33,"Full-time parent","Bristol"
"Briony Williams",9,8,"IN",1,NA,NA,33,"Full-time parent","Bristol"
"Briony Williams",9,9,"OUT",3,NA,NA,33,"Full-time parent","Bristol"
"Dan Beasley-Harling",9,1,"IN",4,NA,NA,36,"Full-time parent","London"
"Dan Beasley-Harling",9,2,"IN",3,NA,NA,36,"Full-time parent","London"
"Dan Beasley-Harling",9,3,"IN",6,NA,NA,36,"Full-time parent","London"
"Dan Beasley-Harling",9,4,"STAR BAKER",1,NA,NA,36,"Full-time parent","London"
"Dan Beasley-Harling",9,5,"IN",2,NA,NA,36,"Full-time parent","London"
"Dan Beasley-Harling",9,6,"OUT",6,NA,NA,36,"Full-time parent","London"
"Imelda McCarron",9,1,"OUT",11,NA,NA,33,"Countryside recreation officer","County Tyrone"
"Jon Jenkins",9,1,"IN",5,NA,NA,47,"Blood courier","Newport"
"Jon Jenkins",9,2,"IN",1,NA,NA,47,"Blood courier","Newport"
"Jon Jenkins",9,3,"IN",2,NA,NA,47,"Blood courier","Newport"
"Jon Jenkins",9,4,"IN",3,NA,NA,47,"Blood courier","Newport"
"Jon Jenkins",9,5,"IN",7,NA,NA,47,"Blood courier","Newport"
"Jon Jenkins",9,6,"IN",2,NA,NA,47,"Blood courier","Newport"
"Jon Jenkins",9,7,"OUT",4,NA,NA,47,"Blood courier","Newport"
"Karen Wright",9,1,"IN",6,NA,NA,60,"In-store sampling assistant","Wakefield"
"Karen Wright",9,2,"IN",11,NA,NA,60,"In-store sampling assistant","Wakefield"
"Karen Wright",9,3,"IN",5,NA,NA,60,"In-store sampling assistant","Wakefield"
"Karen Wright",9,4,"IN",7,NA,NA,60,"In-store sampling assistant","Wakefield"
"Karen Wright",9,5,"OUT",9,NA,NA,60,"In-store sampling assistant","Wakefield"
"Kim-Joy Hewlett",9,1,"IN",10,NA,NA,27,"Mental health specialist","Leeds"
"Kim-Joy Hewlett",9,2,"IN",4,NA,NA,27,"Mental health specialist","Leeds"
"Kim-Joy Hewlett",9,3,"IN",10,NA,NA,27,"Mental health specialist","Leeds"
"Kim-Joy Hewlett",9,4,"IN",6,NA,NA,27,"Mental health specialist","Leeds"
"Kim-Joy Hewlett",9,5,"STAR BAKER",4,NA,NA,27,"Mental health specialist","Leeds"
"Kim-Joy Hewlett",9,6,"IN",5,NA,NA,27,"Mental health specialist","Leeds"
"Kim-Joy Hewlett",9,7,"STAR BAKER",6,NA,NA,27,"Mental health specialist","Leeds"
"Kim-Joy Hewlett",9,8,"IN",2,NA,NA,27,"Mental health specialist","Leeds"
"Kim-Joy Hewlett",9,9,"IN",2,NA,NA,27,"Mental health specialist","Leeds"
"Kim-Joy Hewlett",9,10,"Runner-up",1,NA,NA,27,"Mental health specialist","Leeds"
"Luke Thompson",9,1,"IN",8,NA,NA,30,"Civil servant/house and techno DJ","Sheffield"
"Luke Thompson",9,2,"OUT",7,NA,NA,30,"Civil servant/house and techno DJ","Sheffield"
"Manon Lagrave",9,1,"STAR BAKER",3,NA,NA,26,"Software project manager","London"
"Manon Lagrave",9,2,"IN",6,NA,NA,26,"Software project manager","London"
"Manon Lagrave",9,3,"IN",3,NA,NA,26,"Software project manager","London"
"Manon Lagrave",9,4,"IN",8,NA,NA,26,"Software project manager","London"
"Manon Lagrave",9,5,"IN",5,NA,NA,26,"Software project manager","London"
"Manon Lagrave",9,6,"IN",4,NA,NA,26,"Software project manager","London"
"Manon Lagrave",9,7,"IN",2,NA,NA,26,"Software project manager","London"
"Manon Lagrave",9,8,"OUT",4,NA,NA,26,"Software project manager","London"
"Rahul Mandal",9,1,"IN",7,NA,NA,30,"Research scientist","Rotherham"
"Rahul Mandal",9,2,"STAR BAKER",2,NA,NA,30,"Research scientist","Rotherham"
"Rahul Mandal",9,3,"STAR BAKER",4,NA,NA,30,"Research scientist","Rotherham"
"Rahul Mandal",9,4,"IN",4,NA,NA,30,"Research scientist","Rotherham"
"Rahul Mandal",9,5,"IN",3,NA,NA,30,"Research scientist","Rotherham"
"Rahul Mandal",9,6,"IN",3,NA,NA,30,"Research scientist","Rotherham"
"Rahul Mandal",9,7,"IN",1,NA,NA,30,"Research scientist","Rotherham"
"Rahul Mandal",9,8,"IN",5,NA,NA,30,"Research scientist","Rotherham"
"Rahul Mandal",9,9,"IN",4,NA,NA,30,"Research scientist","Rotherham"
"Rahul Mandal",9,10,"WINNER",2,NA,NA,30,"Research scientist","Rotherham"
"Ruby Bhogal",9,1,"IN",1,NA,NA,29,"Project manager","London"
"Ruby Bhogal",9,2,"IN",10,NA,NA,29,"Project manager","London"
"Ruby Bhogal",9,3,"IN",7,NA,NA,29,"Project manager","London"
"Ruby Bhogal",9,4,"IN",2,NA,NA,29,"Project manager","London"
"Ruby Bhogal",9,5,"IN",1,NA,NA,29,"Project manager","London"
"Ruby Bhogal",9,6,"IN",7,NA,NA,29,"Project manager","London"
"Ruby Bhogal",9,7,"IN",3,NA,NA,29,"Project manager","London"
"Ruby Bhogal",9,8,"STAR BAKER",3,NA,NA,29,"Project manager","London"
"Ruby Bhogal",9,9,"STAR BAKER",1,NA,NA,29,"Project manager","London"
"Ruby Bhogal",9,10,"Runner-up",3,NA,NA,29,"Project manager","London"
"Terry Hartill",9,1,"IN",9,NA,NA,56,"Retired air steward","West Midlands"
"Terry Hartill",9,2,"IN",8,NA,NA,56,"Retired air steward","West Midlands"
"Terry Hartill",9,3,"IN",1,NA,NA,56,"Retired air steward","West Midlands"
"Terry Hartill",9,4,"[a]",NA,NA,NA,56,"Retired air steward","West Midlands"
"Terry Hartill",9,5,"OUT",8,NA,NA,56,"Retired air steward","West Midlands"
"Alice Fevronia",10,1,"IN",5,NA,NA,28,"Geography teacher","Essex"
"Alice Fevronia",10,2,"STAR BAKER",1,NA,NA,28,"Geography teacher","Essex"
"Alice Fevronia",10,3,"IN",7,NA,NA,28,"Geography teacher","Essex"
"Alice Fevronia",10,4,"IN",8,NA,NA,28,"Geography teacher","Essex"
"Alice Fevronia",10,5,"IN",6,NA,NA,28,"Geography teacher","Essex"
"Alice Fevronia",10,6,"IN",1,NA,NA,28,"Geography teacher","Essex"
"Alice Fevronia",10,7,"IN",6,NA,NA,28,"Geography teacher","Essex"
"Alice Fevronia",10,8,"IN",3,NA,NA,28,"Geography teacher","Essex"
"Alice Fevronia",10,9,"STAR BAKER",4,NA,NA,28,"Geography teacher","Essex"
"Alice Fevronia",10,10,"Runner-up",2,NA,NA,28,"Geography teacher","Essex"
"Amelia LeBruin",10,1,"IN",4,NA,NA,24,"Fashion designer","Halifax"
"Amelia LeBruin",10,2,"IN",9,NA,NA,24,"Fashion designer","Halifax"
"Amelia LeBruin",10,3,"OUT",11,NA,NA,24,"Fashion designer","Halifax"
"Dan Chambers",10,1,"OUT",9,NA,NA,32,"Support worker","Rotherham"
"David Atherton",10,1,"IN",10,NA,NA,36,"International health adviser","Whitby"
"David Atherton",10,2,"IN",2,NA,NA,36,"International health adviser","Whitby"
"David Atherton",10,3,"IN",2,NA,NA,36,"International health adviser","Whitby"
"David Atherton",10,4,"IN",2,NA,NA,36,"International health adviser","Whitby"
"David Atherton",10,5,"IN",9,NA,NA,36,"International health adviser","Whitby"
"David Atherton",10,6,"IN",2,NA,NA,36,"International health adviser","Whitby"
"David Atherton",10,7,"IN",2,NA,NA,36,"International health adviser","Whitby"
"David Atherton",10,8,"IN",1,NA,NA,36,"International health adviser","Whitby"
"David Atherton",10,9,"IN",2,NA,NA,36,"International health adviser","Whitby"
"David Atherton",10,10,"WINNER",1,NA,NA,36,"International health adviser","Whitby"
"Helena Garcia",10,1,"IN",12,NA,NA,40,"Online project manager","Leeds"
"Helena Garcia",10,2,"IN",12,NA,NA,40,"Online project manager","Leeds"
"Helena Garcia",10,3,"IN",8,NA,NA,40,"Online project manager","Leeds"
"Helena Garcia",10,4,"IN",9,NA,NA,40,"Online project manager","Leeds"
"Helena Garcia",10,5,"OUT",1,NA,NA,40,"Online project manager","Leeds"
"Henry Bird",10,1,"IN",1,NA,NA,20,"Student","Durham"
"Henry Bird",10,2,"IN",6,NA,NA,20,"Student","Durham"
"Henry Bird",10,3,"IN",1,NA,NA,20,"Student","Durham"
"Henry Bird",10,4,"IN",3,NA,NA,20,"Student","Durham"
"Henry Bird",10,5,"IN",3,NA,NA,20,"Student","Durham"
"Henry Bird",10,6,"IN",4,NA,NA,20,"Student","Durham"
"Henry Bird",10,7,"STAR BAKER",3,NA,NA,20,"Student","Durham"
"Henry Bird",10,8,"OUT",5,NA,NA,20,"Student","Durham"
"Jamie Finn",10,1,"IN",13,NA,NA,20,"Part-time waiter","Surrey"
"Jamie Finn",10,2,"OUT",11,NA,NA,20,"Part-time waiter","Surrey"
"Michael Chakraverty",10,1,"IN",11,NA,NA,26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
"Michael Chakraverty",10,2,"IN",4,NA,NA,26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
"Michael Chakraverty",10,3,"STAR BAKER",6,NA,NA,26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
"Michael Chakraverty",10,4,"IN",7,NA,NA,26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
"Michael Chakraverty",10,5,"IN",8,NA,NA,26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
"Michael Chakraverty",10,6,"IN",6,NA,NA,26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
"Michael Chakraverty",10,7,"OUT",5,NA,NA,26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
"Michelle Evans-Fecci",10,1,"STAR BAKER",6,NA,NA,35,"Print shop administrator","Tenby, Wales"
"Michelle Evans-Fecci",10,2,"IN",8,NA,NA,35,"Print shop administrator","Tenby, Wales"
"Michelle Evans-Fecci",10,3,"IN",5,NA,NA,35,"Print shop administrator","Tenby, Wales"
"Michelle Evans-Fecci",10,4,"IN",5,NA,NA,35,"Print shop administrator","Tenby, Wales"
"Michelle Evans-Fecci",10,5,"OUT",7,NA,NA,35,"Print shop administrator","Tenby, Wales"
"Phil Thorne",10,1,"IN",8,NA,NA,56,"HGV driver","Rainham"
"Phil Thorne",10,2,"IN",3,NA,NA,56,"HGV driver","Rainham"
"Phil Thorne",10,3,"IN",10,NA,NA,56,"HGV driver","Rainham"
"Phil Thorne",10,4,"OUT",6,NA,NA,56,"HGV driver","Rainham"
"Priya O'Shea",10,1,"IN",7,NA,NA,34,"Marketing consultant","Leicester"
"Priya O'Shea",10,2,"IN",7,NA,NA,34,"Marketing consultant","Leicester"
"Priya O'Shea",10,3,"IN",4,NA,NA,34,"Marketing consultant","Leicester"
"Priya O'Shea",10,4,"IN",10,NA,NA,34,"Marketing consultant","Leicester"
"Priya O'Shea",10,5,"IN",2,NA,NA,34,"Marketing consultant","Leicester"
"Priya O'Shea",10,6,"OUT",7,NA,NA,34,"Marketing consultant","Leicester"
"Rosie Brandreth-Poynter",10,1,"IN",2,NA,NA,28,"Veterinary surgeon","Somerset"
"Rosie Brandreth-Poynter",10,2,"IN",5,NA,NA,28,"Veterinary surgeon","Somerset"
"Rosie Brandreth-Poynter",10,3,"IN",9,NA,NA,28,"Veterinary surgeon","Somerset"
"Rosie Brandreth-Poynter",10,4,"IN",4,NA,NA,28,"Veterinary surgeon","Somerset"
"Rosie Brandreth-Poynter",10,5,"IN",5,NA,NA,28,"Veterinary surgeon","Somerset"
"Rosie Brandreth-Poynter",10,6,"IN",5,NA,NA,28,"Veterinary surgeon","Somerset"
"Rosie Brandreth-Poynter",10,7,"IN",1,NA,NA,28,"Veterinary surgeon","Somerset"
"Rosie Brandreth-Poynter",10,8,"IN",2,NA,NA,28,"Veterinary surgeon","Somerset"
"Rosie Brandreth-Poynter",10,9,"OUT",1,NA,NA,28,"Veterinary surgeon","Somerset"
"Steph Blackwell",10,1,"IN",3,NA,NA,28,"Shop assistant","Chester"
"Steph Blackwell",10,2,"IN",10,NA,NA,28,"Shop assistant","Chester"
"Steph Blackwell",10,3,"IN",3,NA,NA,28,"Shop assistant","Chester"
"Steph Blackwell",10,4,"STAR BAKER",1,NA,NA,28,"Shop assistant","Chester"
"Steph Blackwell",10,5,"STAR BAKER",4,NA,NA,28,"Shop assistant","Chester"
"Steph Blackwell",10,6,"STAR BAKER",3,NA,NA,28,"Shop assistant","Chester"
"Steph Blackwell",10,7,"IN",4,NA,NA,28,"Shop assistant","Chester"
"Steph Blackwell",10,8,"STAR BAKER",4,NA,NA,28,"Shop assistant","Chester"
"Steph Blackwell",10,9,"IN",3,NA,NA,28,"Shop assistant","Chester"
"Steph Blackwell",10,10,"Runner-up",3,NA,NA,28,"Shop assistant","Chester"
